,time_to_failure
0,0.6562754511833191
1,3.3063876628875732
2,3.1454248428344727
3,2.975600481033325
4,2.795656681060791
5,2.6031131744384766
6,2.3953487873077393
7,2.1675326824188232
8,1.91277277469635
9,1.6187022924423218
10,1.2572585344314575
11,0.7364078760147095
12,3.699148416519165
13,3.5560224056243896
14,3.4067282676696777
15,3.2505691051483154
16,3.0867130756378174
17,2.913468599319458
18,2.729431629180908
19,2.5318567752838135
20,2.317713499069214
21,2.0814173221588135
22,1.8148818016052246
23,1.501431941986084
24,1.1021795272827148
25,0.4198775589466095
26,2.8273308277130127
27,2.6373085975646973
28,2.432241439819336
29,2.2084827423095703
30,1.9590554237365723
31,1.6728119850158691
32,1.3266112804412842
33,0.8487634658813477
34,3.517939329147339
35,3.366956949234009
36,3.209033489227295
37,3.0427615642547607
38,2.8670361042022705
39,2.67962646484375
40,2.478083848953247
41,2.2588486671447754
42,2.0156633853912354
43,1.7391079664230347
44,1.4088642597198486
45,0.9728802442550659
46,2.821878433227539
47,2.631235361099243
48,2.425901412963867
49,2.201249599456787
50,1.9511526823043823
51,1.663580060005188
52,1.314913034439087
53,0.8303602933883667
54,2.5903658866882324
55,2.3812806606292725
56,2.151975631713867
57,1.8953883647918701
58,1.5978107452392578
59,1.230689525604248
60,0.6892013549804688
61,3.9426634311676025
62,3.808555841445923
63,3.669536828994751
64,3.5252089500427246
65,3.374551773071289
66,3.21700119972229
67,3.0511634349823
68,2.8759512901306152
69,2.6891632080078125
70,2.488593101501465
71,2.270153760910034
72,2.0283243656158447
73,1.7537380456924438
74,1.4269194602966309
75,0.9988476037979126
76,2.80430006980896
77,2.612603187561035
78,2.405451774597168
79,2.1786694526672363
