4400000,1.9459101
4400001,1.9459101
4400002,1.0986123
4400003,1.609438
4400004,1.7917595
4400005,1.0986123
4400006,-inf
4400007,1.3862944
4400009,1.7917595
4400010,1.0986123
4400011,1.7917595
4400012,1.3862944
4400013,2.0794415
4400014,1.7917595
4400015,1.3862944
4400016,1.609438
4400017,1.3862944
4400018,0.6931472
4400019,1.9459101
4400020,2.3025851
4400021,1.609438
4400022,0.6931472
4400023,1.9459101
4400024,1.7917595
4400025,2.0794415
4400026,1.609438
4400027,0.6931472
4400028,1.0986123
4400029,1.7917595
4400030,1.9459101
4400031,1.7917595
4400032,1.3862944
4400033,0.0
4400034,1.9459101
4400035,1.3862944
4400036,1.0986123
4400037,1.7917595
4400038,0.0
4400039,0.0
4400040,1.7917595
4400041,1.3862944
4400042,1.3862944
4400043,2.0794415
4400044,1.609438
4400045,1.609438
4400046,0.6931472
4400047,0.6931472
4400048,0.6931472
4400049,2.0794415
4400050,1.7917595
4400051,1.9459101
4400053,1.0986123
4400054,1.609438
4400055,1.7917595
4400056,1.0986123
4400057,0.6931472
4400058,0.6931472
4400059,1.0986123
4400060,1.7917595
4400061,1.7917595
4400062,2.3025851
4400063,1.609438
4400064,1.7917595
4400065,1.7917595
4400066,0.0
4400067,-inf
4400068,2.3025851
4400069,2.1972246
4400070,1.609438
4400071,1.3862944
4400072,1.0986123
4400073,1.7917595
4400074,1.3862944
4400075,1.7917595
4400076,1.3862944
4400077,1.3862944
4400078,1.9459101
4400079,1.0986123
4400080,1.7917595
4400081,2.3025851
4400082,1.3862944
4400083,0.0
4400084,1.3862944
4400085,1.7917595
4400086,1.9459101
4400087,1.3862944
4400088,1.0986123
4400089,1.3862944
4400090,1.609438
4400091,1.9459101
4400092,2.0794415
4400093,1.9459101
4400094,1.7917595
4400095,0.6931472
4400096,1.3862944
4400097,2.1972246
4400098,1.0986123
4400099,-inf
4400100,2.0794415
4400101,2.0794415
4400102,2.0794415
4400103,1.7917595
4400104,1.9459101
4400105,1.3862944
4400106,1.3862944
4400107,0.6931472
4400108,1.609438
4400109,2.1972246
4400110,0.6931472
4400111,1.0986123
4400112,2.0794415
4400113,1.9459101
4400114,1.3862944
4400115,1.3862944
4400116,1.609438
4400117,1.3862944
4400118,1.0986123
4400119,0.0
4400120,0.6931472
4400121,0.0
4400122,1.609438
4400123,1.609438
4400124,1.609438
4400125,2.0794415
4400126,1.609438
4400127,0.6931472
4400128,1.0986123
4400129,1.3862944
4400130,1.3862944
4400131,1.0986123
4400132,1.609438
4400133,1.7917595
4400134,0.6931472
4400135,1.609438
4400136,1.7917595
4400137,1.3862944
4400138,1.609438
4400139,1.3862944
4400140,2.3978953
